Season,Race Name,Circuit,Location,Country,Date,Driver,Constructor,Final Position,Grid Position,Fastest Lap,Status
2001,European Grand Prix,Nürburgring,Nürburg,Germany,2001-06-24,Räikkönen,Sauber,10,9,N/A,+1 Lap
2001,European Grand Prix,Nürburgring,Nürburg,Germany,2001-06-24,Fisichella,Benetton,11,15,N/A,+1 Lap
2001,European Grand Prix,Nürburgring,Nürburg,Germany,2001-06-24,Burti,Prost,12,17,N/A,+2 Laps
2001,European Grand Prix,Nürburgring,Nürburg,Germany,2001-06-24,Button,Benetton,13,20,N/A,+2 Laps
2001,European Grand Prix,Nürburgring,Nürburg,Germany,2001-06-24,Alonso,Minardi,14,21,N/A,+2 Laps
2001,European Grand Prix,Nürburgring,Nürburg,Germany,2001-06-24,Alesi,Prost,15,14,N/A,Spun off
2001,European Grand Prix,Nürburgring,Nürburg,Germany,2001-06-24,Verstappen,Arrows,16,19,N/A,Engine
2001,European Grand Prix,Nürburgring,Nürburg,Germany,2001-06-24,Heidfeld,Sauber,17,10,N/A,Driveshaft
2001,European Grand Prix,Nürburgring,Nürburg,Germany,2001-06-24,Frentzen,Jordan,18,8,N/A,Spun off
2001,European Grand Prix,Nürburgring,Nürburg,Germany,2001-06-24,Trulli,Jordan,19,7,N/A,Transmission
2001,European Grand Prix,Nürburgring,Nürburg,Germany,2001-06-24,Bernoldi,Arrows,20,18,N/A,Gearbox
2001,European Grand Prix,Nürburgring,Nürburg,Germany,2001-06-24,Panis,BAR,21,13,N/A,Electrical
2001,European Grand Prix,Nürburgring,Nürburg,Germany,2001-06-24,Marques,Minardi,22,22,N/A,Electrical
2001,French Grand Prix,Circuit de Nevers Magny-Cours,Magny Cours,France,2001-07-01,Schumacher,Ferrari,1,2,N/A,Finished
2001,French Grand Prix,Circuit de Nevers Magny-Cours,Magny Cours,France,2001-07-01,Schumacher,Williams,2,1,N/A,Finished
2001,French Grand Prix,Circuit de Nevers Magny-Cours,Magny Cours,France,2001-07-01,Barrichello,Ferrari,3,8,N/A,Finished
2001,French Grand Prix,Circuit de Nevers Magny-Cours,Magny Cours,France,2001-07-01,Coulthard,McLaren,4,3,N/A,Finished
2001,French Grand Prix,Circuit de Nevers Magny-Cours,Magny Cours,France,2001-07-01,Trulli,Jordan,5,5,N/A,Finished
2001,French Grand Prix,Circuit de Nevers Magny-Cours,Magny Cours,France,2001-07-01,Heidfeld,Sauber,6,9,N/A,+1 Lap
2001,French Grand Prix,Circuit de Nevers Magny-Cours,Magny Cours,France,2001-07-01,Räikkönen,Sauber,7,13,N/A,+1 Lap
2001,French Grand Prix,Circuit de Nevers Magny-Cours,Magny Cours,France,2001-07-01,Frentzen,Jordan,8,7,N/A,+1 Lap
2001,French Grand Prix,Circuit de Nevers Magny-Cours,Magny Cours,France,2001-07-01,Panis,BAR,9,11,N/A,+1 Lap
2001,French Grand Prix,Circuit de Nevers Magny-Cours,Magny Cours,France,2001-07-01,Burti,Prost,10,15,N/A,+1 Lap
2001,French Grand Prix,Circuit de Nevers Magny-Cours,Magny Cours,France,2001-07-01,Fisichella,Benetton,11,16,N/A,+1 Lap
2001,French Grand Prix,Circuit de Nevers Magny-Cours,Magny Cours,France,2001-07-01,Alesi,Prost,12,19,N/A,+2 Laps
2001,French Grand Prix,Circuit de Nevers Magny-Cours,Magny Cours,France,2001-07-01,Verstappen,Arrows,13,18,N/A,+2 Laps
2001,French Grand Prix,Circuit de Nevers Magny-Cours,Magny Cours,France,2001-07-01,de la Rosa,Jaguar,14,14,N/A,+2 Laps
2001,French Grand Prix,Circuit de Nevers Magny-Cours,Magny Cours,France,2001-07-01,Marques,Minardi,15,22,N/A,+3 Laps
2001,French Grand Prix,Circuit de Nevers Magny-Cours,Magny Cours,France,2001-07-01,Button,Benetton,16,17,N/A,Fuel pressure
2001,French Grand Prix,Circuit de Nevers Magny-Cours,Magny Cours,France,2001-07-01,Alonso,Minardi,17,21,N/A,Engine
2001,French Grand Prix,Circuit de Nevers Magny-Cours,Magny Cours,France,2001-07-01,Irvine,Jaguar,18,12,N/A,Engine
2001,French Grand Prix,Circuit de Nevers Magny-Cours,Magny Cours,France,2001-07-01,Pablo Montoya,Williams,19,6,N/A,Engine
2001,French Grand Prix,Circuit de Nevers Magny-Cours,Magny Cours,France,2001-07-01,Bernoldi,Arrows,20,20,N/A,Engine
2001,French Grand Prix,Circuit de Nevers Magny-Cours,Magny Cours,France,2001-07-01,Villeneuve,BAR,21,10,N/A,Engine
2001,French Grand Prix,Circuit de Nevers Magny-Cours,Magny Cours,France,2001-07-01,Häkkinen,McLaren,22,4,N/A,Gearbox
2001,British Grand Prix,Silverstone Circuit,Silverstone,UK,2001-07-15,Häkkinen,McLaren,1,2,N/A,Finished
2001,British Grand Prix,Silverstone Circuit,Silverstone,UK,2001-07-15,Schumacher,Ferrari,2,1,N/A,Finished
2001,British Grand Prix,Silverstone Circuit,Silverstone,UK,2001-07-15,Barrichello,Ferrari,3,6,N/A,Finished
2001,British Grand Prix,Silverstone Circuit,Silverstone,UK,2001-07-15,Pablo Montoya,Williams,4,8,N/A,Finished
2001,British Grand Prix,Silverstone Circuit,Silverstone,UK,2001-07-15,Räikkönen,Sauber,5,7,N/A,+1 Lap
2001,British Grand Prix,Silverstone Circuit,Silverstone,UK,2001-07-15,Heidfeld,Sauber,6,9,N/A,+1 Lap
2001,British Grand Prix,Silverstone Circuit,Silverstone,UK,2001-07-15,Frentzen,Jordan,7,5,N/A,+1 Lap
2001,British Grand Prix,Silverstone Circuit,Silverstone,UK,2001-07-15,Villeneuve,BAR,8,12,N/A,+1 Lap
2001,British Grand Prix,Silverstone Circuit,Silverstone,UK,2001-07-15,Irvine,Jaguar,9,15,N/A,+1 Lap
2001,British Grand Prix,Silverstone Circuit,Silverstone,UK,2001-07-15,Verstappen,Arrows,10,17,N/A,+2 Laps
2001,British Grand Prix,Silverstone Circuit,Silverstone,UK,2001-07-15,Alesi,Prost,11,14,N/A,+2 Laps
2001,British Grand Prix,Silverstone Circuit,Silverstone,UK,2001-07-15,de la Rosa,Jaguar,12,13,N/A,+2 Laps
2001,British Grand Prix,Silverstone Circuit,Silverstone,UK,2001-07-15,Fisichella,Benetton,13,19,N/A,+2 Laps
2001,British Grand Prix,Silverstone Circuit,Silverstone,UK,2001-07-15,Bernoldi,Arrows,14,20,N/A,+2 Laps
2001,British Grand Prix,Silverstone Circuit,Silverstone,UK,2001-07-15,Button,Benetton,15,18,N/A,+2 Laps
2001,British Grand Prix,Silverstone Circuit,Silverstone,UK,2001-07-15,Alonso,Minardi,16,21,N/A,+3 Laps
2001,British Grand Prix,Silverstone Circuit,Silverstone,UK,2001-07-15,Schumacher,Williams,17,10,N/A,Engine
2001,British Grand Prix,Silverstone Circuit,Silverstone,UK,2001-07-15,Burti,Prost,18,16,N/A,Engine
2001,British Grand Prix,Silverstone Circuit,Silverstone,UK,2001-07-15,Coulthard,McLaren,19,3,N/A,Suspension
2001,British Grand Prix,Silverstone Circuit,Silverstone,UK,2001-07-15,Trulli,Jordan,20,4,N/A,Collision
2001,British Grand Prix,Silverstone Circuit,Silverstone,UK,2001-07-15,Panis,BAR,21,11,N/A,Collision
2001,British Grand Prix,Silverstone Circuit,Silverstone,UK,2001-07-15,Marques,Minardi,22,0,N/A,107% Rule
2001,German Grand Prix,Hockenheimring,Hockenheim,Germany,2001-07-29,Schumacher,Williams,1,2,N/A,Finished
2001,German Grand Prix,Hockenheimring,Hockenheim,Germany,2001-07-29,Barrichello,Ferrari,2,6,N/A,Finished
2001,German Grand Prix,Hockenheimring,Hockenheim,Germany,2001-07-29,Villeneuve,BAR,3,12,N/A,Finished
2001,German Grand Prix,Hockenheimring,Hockenheim,Germany,2001-07-29,Fisichella,Benetton,4,17,N/A,Finished
2001,German Grand Prix,Hockenheimring,Hockenheim,Germany,2001-07-29,Button,Benetton,5,18,N/A,Finished
2001,German Grand Prix,Hockenheimring,Hockenheim,Germany,2001-07-29,Alesi,Prost,6,14,N/A,Finished
2001,German Grand Prix,Hockenheimring,Hockenheim,Germany,2001-07-29,Panis,BAR,7,13,N/A,Finished
2001,German Grand Prix,Hockenheimring,Hockenheim,Germany,2001-07-29,Bernoldi,Arrows,8,19,N/A,+1 Lap
2001,German Grand Prix,Hockenheimring,Hockenheim,Germany,2001-07-29,Verstappen,Arrows,9,20,N/A,+1 Lap
2001,German Grand Prix,Hockenheimring,Hockenheim,Germany,2001-07-29,Alonso,Minardi,10,21,N/A,+1 Lap
2001,German Grand Prix,Hockenheimring,Hockenheim,Germany,2001-07-29,Trulli,Jordan,11,10,N/A,Hydraulics
2001,German Grand Prix,Hockenheimring,Hockenheim,Germany,2001-07-29,Coulthard,McLaren,12,5,N/A,Engine
2001,German Grand Prix,Hockenheimring,Hockenheim,Germany,2001-07-29,Marques,Minardi,13,22,N/A,Gearbox
2001,German Grand Prix,Hockenheimring,Hockenheim,Germany,2001-07-29,Pablo Montoya,Williams,14,1,N/A,Engine
2001,German Grand Prix,Hockenheimring,Hockenheim,Germany,2001-07-29,Schumacher,Ferrari,15,4,N/A,Fuel pressure
2001,German Grand Prix,Hockenheimring,Hockenheim,Germany,2001-07-29,Burti,Prost,16,16,N/A,Spun off
2001,German Grand Prix,Hockenheimring,Hockenheim,Germany,2001-07-29,Räikkönen,Sauber,17,8,N/A,Halfshaft
2001,German Grand Prix,Hockenheimring,Hockenheim,Germany,2001-07-29,Irvine,Jaguar,18,11,N/A,Fuel pressure
2001,German Grand Prix,Hockenheimring,Hockenheim,Germany,2001-07-29,Häkkinen,McLaren,19,3,N/A,Engine
2001,German Grand Prix,Hockenheimring,Hockenheim,Germany,2001-07-29,Zonta,Jordan,20,15,N/A,Collision
2001,German Grand Prix,Hockenheimring,Hockenheim,Germany,2001-07-29,Heidfeld,Sauber,21,7,N/A,Collision
2001,German Grand Prix,Hockenheimring,Hockenheim,Germany,2001-07-29,de la Rosa,Jaguar,22,9,N/A,Collision
2001,Hungarian Grand Prix,Hungaroring,Budapest,Hungary,2001-08-19,Schumacher,Ferrari,1,1,N/A,Finished
2001,Hungarian Grand Prix,Hungaroring,Budapest,Hungary,2001-08-19,Barrichello,Ferrari,2,3,N/A,Finished
2001,Hungarian Grand Prix,Hungaroring,Budapest,Hungary,2001-08-19,Coulthard,McLaren,3,2,N/A,Finished
2001,Hungarian Grand Prix,Hungaroring,Budapest,Hungary,2001-08-19,Schumacher,Williams,4,4,N/A,Finished
2001,Hungarian Grand Prix,Hungaroring,Budapest,Hungary,2001-08-19,Häkkinen,McLaren,5,6,N/A,Finished
2001,Hungarian Grand Prix,Hungaroring,Budapest,Hungary,2001-08-19,Heidfeld,Sauber,6,7,N/A,+1 Lap
2001,Hungarian Grand Prix,Hungaroring,Budapest,Hungary,2001-08-19,Räikkönen,Sauber,7,9,N/A,+1 Lap
2001,Hungarian Grand Prix,Hungaroring,Budapest,Hungary,2001-08-19,Pablo Montoya,Williams,8,8,N/A,+1 Lap
2001,Hungarian Grand Prix,Hungaroring,Budapest,Hungary,2001-08-19,Villeneuve,BAR,9,10,N/A,+2 Laps
2001,Hungarian Grand Prix,Hungaroring,Budapest,Hungary,2001-08-19,Alesi,Jordan,10,12,N/A,+2 Laps
2001,Hungarian Grand Prix,Hungaroring,Budapest,Hungary,2001-08-19,de la Rosa,Jaguar,11,13,N/A,+2 Laps
2001,Hungarian Grand Prix,Hungaroring,Budapest,Hungary,2001-08-19,Verstappen,Arrows,12,21,N/A,+3 Laps
2001,Hungarian Grand Prix,Hungaroring,Budapest,Hungary,2001-08-19,Fisichella,Benetton,13,15,N/A,Engine
2001,Hungarian Grand Prix,Hungaroring,Budapest,Hungary,2001-08-19,Frentzen,Prost,14,16,N/A,Spun off
2001,Hungarian Grand Prix,Hungaroring,Budapest,Hungary,2001-08-19,Marques,Minardi,15,22,N/A,Oil pressure
2001,Hungarian Grand Prix,Hungaroring,Budapest,Hungary,2001-08-19,Panis,BAR,16,11,N/A,Electrical
2001,Hungarian Grand Prix,Hungaroring,Budapest,Hungary,2001-08-19,Trulli,Jordan,17,5,N/A,Hydraulics
2001,Hungarian Grand Prix,Hungaroring,Budapest,Hungary,2001-08-19,Alonso,Minardi,18,18,N/A,Brakes
2001,Hungarian Grand Prix,Hungaroring,Budapest,Hungary,2001-08-19,Button,Benetton,19,17,N/A,Spun off
2001,Hungarian Grand Prix,Hungaroring,Budapest,Hungary,2001-08-19,Bernoldi,Arrows,20,20,N/A,Spun off
2001,Hungarian Grand Prix,Hungaroring,Budapest,Hungary,2001-08-19,Burti,Prost,21,19,N/A,Spun off
2001,Hungarian Grand Prix,Hungaroring,Budapest,Hungary,2001-08-19,Irvine,Jaguar,22,14,N/A,Spun off
2001,Belgian Grand Prix,Circuit de Spa-Francorchamps,Spa,Belgium,2001-09-02,Schumacher,Ferrari,1,3,N/A,Finished
2001,Belgian Grand Prix,Circuit de Spa-Francorchamps,Spa,Belgium,2001-09-02,Coulthard,McLaren,2,9,N/A,Finished
2001,Belgian Grand Prix,Circuit de Spa-Francorchamps,Spa,Belgium,2001-09-02,Fisichella,Benetton,3,8,N/A,Finished
2001,Belgian Grand Prix,Circuit de Spa-Francorchamps,Spa,Belgium,2001-09-02,Häkkinen,McLaren,4,7,N/A,Finished
2001,Belgian Grand Prix,Circuit de Spa-Francorchamps,Spa,Belgium,2001-09-02,Barrichello,Ferrari,5,5,N/A,Finished
2001,Belgian Grand Prix,Circuit de Spa-Francorchamps,Spa,Belgium,2001-09-02,Alesi,Jordan,6,13,N/A,Finished
2001,Belgian Grand Prix,Circuit de Spa-Francorchamps,Spa,Belgium,2001-09-02,Schumacher,Williams,7,2,N/A,Finished
2001,Belgian Grand Prix,Circuit de Spa-Francorchamps,Spa,Belgium,2001-09-02,Villeneuve,BAR,8,6,N/A,Finished
2001,Belgian Grand Prix,Circuit de Spa-Francorchamps,Spa,Belgium,2001-09-02,Frentzen,Prost,9,4,N/A,+1 Lap
2001,Belgian Grand Prix,Circuit de Spa-Francorchamps,Spa,Belgium,2001-09-02,Verstappen,Arrows,10,19,N/A,+1 Lap
2001,Belgian Grand Prix,Circuit de Spa-Francorchamps,Spa,Belgium,2001-09-02,Panis,BAR,11,11,N/A,+1 Lap
2001,Belgian Grand Prix,Circuit de Spa-Francorchamps,Spa,Belgium,2001-09-02,Bernoldi,Arrows,12,21,N/A,+1 Lap
2001,Belgian Grand Prix,Circuit de Spa-Francorchamps,Spa,Belgium,2001-09-02,Marques,Minardi,13,22,N/A,+5 Laps
2001,Belgian Grand Prix,Circuit de Spa-Francorchamps,Spa,Belgium,2001-09-02,Trulli,Jordan,14,16,N/A,Engine
2001,Belgian Grand Prix,Circuit de Spa-Francorchamps,Spa,Belgium,2001-09-02,Button,Benetton,15,15,N/A,Spun off
2001,Belgian Grand Prix,Circuit de Spa-Francorchamps,Spa,Belgium,2001-09-02,Pablo Montoya,Williams,16,1,N/A,Engine
2001,Belgian Grand Prix,Circuit de Spa-Francorchamps,Spa,Belgium,2001-09-02,de la Rosa,Jaguar,17,10,N/A,Collision
2001,Belgian Grand Prix,Circuit de Spa-Francorchamps,Spa,Belgium,2001-09-02,Heidfeld,Sauber,18,14,N/A,Collision
2001,Belgian Grand Prix,Circuit de Spa-Francorchamps,Spa,Belgium,2001-09-02,Räikkönen,Sauber,19,12,N/A,Transmission
2001,Belgian Grand Prix,Circuit de Spa-Francorchamps,Spa,Belgium,2001-09-02,Irvine,Jaguar,20,17,N/A,Collision
2001,Belgian Grand Prix,Circuit de Spa-Francorchamps,Spa,Belgium,2001-09-02,Burti,Prost,21,18,N/A,Collision
2001,Belgian Grand Prix,Circuit de Spa-Francorchamps,Spa,Belgium,2001-09-02,Alonso,Minardi,22,20,N/A,Gearbox
2001,Italian Grand Prix,Autodromo Nazionale di Monza,Monza,Italy,2001-09-16,Pablo Montoya,Williams,1,1,N/A,Finished
2001,Italian Grand Prix,Autodromo Nazionale di Monza,Monza,Italy,2001-09-16,Barrichello,Ferrari,2,2,N/A,Finished
2001,Italian Grand Prix,Autodromo Nazionale di Monza,Monza,Italy,2001-09-16,Schumacher,Williams,3,4,N/A,Finished
2001,Italian Grand Prix,Autodromo Nazionale di Monza,Monza,Italy,2001-09-16,Schumacher,Ferrari,4,3,N/A,Finished
2001,Italian Grand Prix,Autodromo Nazionale di Monza,Monza,Italy,2001-09-16,de la Rosa,Jaguar,5,10,N/A,Finished
2001,Italian Grand Prix,Autodromo Nazionale di Monza,Monza,Italy,2001-09-16,Villeneuve,BAR,6,15,N/A,Finished
2001,Italian Grand Prix,Autodromo Nazionale di Monza,Monza,Italy,2001-09-16,Räikkönen,Sauber,7,9,N/A,Finished
2001,Italian Grand Prix,Autodromo Nazionale di Monza,Monza,Italy,2001-09-16,Alesi,Jordan,8,16,N/A,+1 Lap
2001,Italian Grand Prix,Autodromo Nazionale di Monza,Monza,Italy,2001-09-16,Panis,BAR,9,17,N/A,+1 Lap
2001,Italian Grand Prix,Autodromo Nazionale di Monza,Monza,Italy,2001-09-16,Fisichella,Benetton,10,14,N/A,+1 Lap
2001,Italian Grand Prix,Autodromo Nazionale di Monza,Monza,Italy,2001-09-16,Heidfeld,Sauber,11,8,N/A,+1 Lap
2001,Italian Grand Prix,Autodromo Nazionale di Monza,Monza,Italy,2001-09-16,Enge,Prost,12,20,N/A,+1 Lap
2001,Italian Grand Prix,Autodromo Nazionale di Monza,Monza,Italy,2001-09-16,Alonso,Minardi,13,21,N/A,+2 Laps
2001,Italian Grand Prix,Autodromo Nazionale di Monza,Monza,Italy,2001-09-16,Bernoldi,Arrows,14,18,N/A,Crankshaft
2001,Italian Grand Prix,Autodromo Nazionale di Monza,Monza,Italy,2001-09-16,Yoong,Minardi,15,22,N/A,Spun off
2001,Italian Grand Prix,Autodromo Nazionale di Monza,Monza,Italy,2001-09-16,Frentzen,Prost,16,12,N/A,Gearbox
2001,Italian Grand Prix,Autodromo Nazionale di Monza,Monza,Italy,2001-09-16,Verstappen,Arrows,17,19,N/A,Fuel pressure
2001,Italian Grand Prix,Autodromo Nazionale di Monza,Monza,Italy,2001-09-16,Häkkinen,McLaren,18,7,N/A,Gearbox
2001,Italian Grand Prix,Autodromo Nazionale di Monza,Monza,Italy,2001-09-16,Irvine,Jaguar,19,13,N/A,Engine
2001,Italian Grand Prix,Autodromo Nazionale di Monza,Monza,Italy,2001-09-16,Coulthard,McLaren,20,6,N/A,Engine
2001,Italian Grand Prix,Autodromo Nazionale di Monza,Monza,Italy,2001-09-16,Button,Benetton,21,11,N/A,Engine
2001,Italian Grand Prix,Autodromo Nazionale di Monza,Monza,Italy,2001-09-16,Trulli,Jordan,22,5,N/A,Collision
2001,United States Grand Prix,Indianapolis Motor Speedway,Indianapolis,USA,2001-09-30,Häkkinen,McLaren,1,4,N/A,Finished
2001,United States Grand Prix,Indianapolis Motor Speedway,Indianapolis,USA,2001-09-30,Schumacher,Ferrari,2,1,N/A,Finished
2001,United States Grand Prix,Indianapolis Motor Speedway,Indianapolis,USA,2001-09-30,Coulthard,McLaren,3,7,N/A,Finished
2001,United States Grand Prix,Indianapolis Motor Speedway,Indianapolis,USA,2001-09-30,Trulli,Jordan,4,8,N/A,Finished
2001,United States Grand Prix,Indianapolis Motor Speedway,Indianapolis,USA,2001-09-30,Irvine,Jaguar,5,14,N/A,Finished
2001,United States Grand Prix,Indianapolis Motor Speedway,Indianapolis,USA,2001-09-30,Heidfeld,Sauber,6,6,N/A,Finished
2001,United States Grand Prix,Indianapolis Motor Speedway,Indianapolis,USA,2001-09-30,Alesi,Jordan,7,9,N/A,+1 Lap
2001,United States Grand Prix,Indianapolis Motor Speedway,Indianapolis,USA,2001-09-30,Fisichella,Benetton,8,12,N/A,+1 Lap
2001,United States Grand Prix,Indianapolis Motor Speedway,Indianapolis,USA,2001-09-30,Button,Benetton,9,10,N/A,+1 Lap
2001,United States Grand Prix,Indianapolis Motor Speedway,Indianapolis,USA,2001-09-30,Frentzen,Prost,10,15,N/A,+1 Lap
2001,United States Grand Prix,Indianapolis Motor Speedway,Indianapolis,USA,2001-09-30,Panis,BAR,11,13,N/A,+1 Lap
2001,United States Grand Prix,Indianapolis Motor Speedway,Indianapolis,USA,2001-09-30,de la Rosa,Jaguar,12,16,N/A,+1 Lap
2001,United States Grand Prix,Indianapolis Motor Speedway,Indianapolis,USA,2001-09-30,Bernoldi,Arrows,13,19,N/A,+1 Lap
2001,United States Grand Prix,Indianapolis Motor Speedway,Indianapolis,USA,2001-09-30,Enge,Prost,14,21,N/A,+1 Lap
2001,United States Grand Prix,Indianapolis Motor Speedway,Indianapolis,USA,2001-09-30,Barrichello,Ferrari,15,5,N/A,Engine
2001,United States Grand Prix,Indianapolis Motor Speedway,Indianapolis,USA,2001-09-30,Villeneuve,BAR,16,18,N/A,Suspension
2001,United States Grand Prix,Indianapolis Motor Speedway,Indianapolis,USA,2001-09-30,Verstappen,Arrows,17,20,N/A,Engine
2001,United States Grand Prix,Indianapolis Motor Speedway,Indianapolis,USA,2001-09-30,Pablo Montoya,Williams,18,3,N/A,Hydraulics
2001,United States Grand Prix,Indianapolis Motor Speedway,Indianapolis,USA,2001-09-30,Yoong,Minardi,19,22,N/A,Gearbox
2001,United States Grand Prix,Indianapolis Motor Speedway,Indianapolis,USA,2001-09-30,Schumacher,Williams,20,2,N/A,Spun off
2001,United States Grand Prix,Indianapolis Motor Speedway,Indianapolis,USA,2001-09-30,Alonso,Minardi,21,17,N/A,Driveshaft
2001,United States Grand Prix,Indianapolis Motor Speedway,Indianapolis,USA,2001-09-30,Räikkönen,Sauber,22,11,N/A,Driveshaft
2001,Japanese Grand Prix,Suzuka Circuit,Suzuka,Japan,2001-10-14,Schumacher,Ferrari,1,1,N/A,Finished
2001,Japanese Grand Prix,Suzuka Circuit,Suzuka,Japan,2001-10-14,Pablo Montoya,Williams,2,2,N/A,Finished
2001,Japanese Grand Prix,Suzuka Circuit,Suzuka,Japan,2001-10-14,Coulthard,McLaren,3,7,N/A,Finished
2001,Japanese Grand Prix,Suzuka Circuit,Suzuka,Japan,2001-10-14,Häkkinen,McLaren,4,5,N/A,Finished
2001,Japanese Grand Prix,Suzuka Circuit,Suzuka,Japan,2001-10-14,Barrichello,Ferrari,5,4,N/A,Finished
2001,Japanese Grand Prix,Suzuka Circuit,Suzuka,Japan,2001-10-14,Schumacher,Williams,6,3,N/A,Finished
2001,Japanese Grand Prix,Suzuka Circuit,Suzuka,Japan,2001-10-14,Button,Benetton,7,9,N/A,Finished
2001,Japanese Grand Prix,Suzuka Circuit,Suzuka,Japan,2001-10-14,Trulli,Jordan,8,8,N/A,+1 Lap
2001,Japanese Grand Prix,Suzuka Circuit,Suzuka,Japan,2001-10-14,Heidfeld,Sauber,9,10,N/A,+1 Lap
2001,Japanese Grand Prix,Suzuka Circuit,Suzuka,Japan,2001-10-14,Villeneuve,BAR,10,14,N/A,+1 Lap
2001,Japanese Grand Prix,Suzuka Circuit,Suzuka,Japan,2001-10-14,Alonso,Minardi,11,18,N/A,+1 Lap
2001,Japanese Grand Prix,Suzuka Circuit,Suzuka,Japan,2001-10-14,Frentzen,Prost,12,15,N/A,+1 Lap
2001,Japanese Grand Prix,Suzuka Circuit,Suzuka,Japan,2001-10-14,Panis,BAR,13,17,N/A,+2 Laps
2001,Japanese Grand Prix,Suzuka Circuit,Suzuka,Japan,2001-10-14,Bernoldi,Arrows,14,20,N/A,+2 Laps
2001,Japanese Grand Prix,Suzuka Circuit,Suzuka,Japan,2001-10-14,Verstappen,Arrows,15,21,N/A,+2 Laps
2001,Japanese Grand Prix,Suzuka Circuit,Suzuka,Japan,2001-10-14,Yoong,Minardi,16,22,N/A,+3 Laps
2001,Japanese Grand Prix,Suzuka Circuit,Suzuka,Japan,2001-10-14,Fisichella,Benetton,17,6,N/A,Gearbox
2001,Japanese Grand Prix,Suzuka Circuit,Suzuka,Japan,2001-10-14,de la Rosa,Jaguar,18,16,N/A,Oil leak
2001,Japanese Grand Prix,Suzuka Circuit,Suzuka,Japan,2001-10-14,Enge,Prost,19,19,N/A,Brakes
2001,Japanese Grand Prix,Suzuka Circuit,Suzuka,Japan,2001-10-14,Irvine,Jaguar,20,13,N/A,Fuel rig
2001,Japanese Grand Prix,Suzuka Circuit,Suzuka,Japan,2001-10-14,Räikkönen,Sauber,21,12,N/A,Collision
2001,Japanese Grand Prix,Suzuka Circuit,Suzuka,Japan,2001-10-14,Alesi,Jordan,22,11,N/A,Collision
2002,Australian Grand Prix,Albert Park Grand Prix Circuit,Melbourne,Australia,2002-03-03,Schumacher,Ferrari,1,2,N/A,Finished
2002,Australian Grand Prix,Albert Park Grand Prix Circuit,Melbourne,Australia,2002-03-03,Pablo Montoya,Williams,2,6,N/A,Finished
2002,Australian Grand Prix,Albert Park Grand Prix Circuit,Melbourne,Australia,2002-03-03,Räikkönen,McLaren,3,5,N/A,Finished
2002,Australian Grand Prix,Albert Park Grand Prix Circuit,Melbourne,Australia,2002-03-03,Irvine,Jaguar,4,19,N/A,+1 Lap
2002,Australian Grand Prix,Albert Park Grand Prix Circuit,Melbourne,Australia,2002-03-03,Webber,Minardi,5,18,N/A,+2 Laps
2002,Australian Grand Prix,Albert Park Grand Prix Circuit,Melbourne,Australia,2002-03-03,Salo,Toyota,6,14,N/A,+2 Laps
2002,Australian Grand Prix,Albert Park Grand Prix Circuit,Melbourne,Australia,2002-03-03,Yoong,Minardi,7,21,N/A,+3 Laps
2002,Australian Grand Prix,Albert Park Grand Prix Circuit,Melbourne,Australia,2002-03-03,de la Rosa,Jaguar,8,20,N/A,+5 Laps
2002,Australian Grand Prix,Albert Park Grand Prix Circuit,Melbourne,Australia,2002-03-03,Coulthard,McLaren,9,4,N/A,Gearbox
2002,Australian Grand Prix,Albert Park Grand Prix Circuit,Melbourne,Australia,2002-03-03,Villeneuve,BAR,10,13,N/A,Broken wing
2002,Australian Grand Prix,Albert Park Grand Prix Circuit,Melbourne,Australia,2002-03-03,Frentzen,Arrows,11,15,N/A,Disqualified
2002,Australian Grand Prix,Albert Park Grand Prix Circuit,Melbourne,Australia,2002-03-03,Bernoldi,Arrows,12,17,N/A,Disqualified
2002,Australian Grand Prix,Albert Park Grand Prix Circuit,Melbourne,Australia,2002-03-03,Sato,Jordan,13,22,N/A,Electrical
2002,Australian Grand Prix,Albert Park Grand Prix Circuit,Melbourne,Australia,2002-03-03,Trulli,Renault,14,7,N/A,Spun off
2002,Australian Grand Prix,Albert Park Grand Prix Circuit,Melbourne,Australia,2002-03-03,Barrichello,Ferrari,15,1,N/A,Collision
2002,Australian Grand Prix,Albert Park Grand Prix Circuit,Melbourne,Australia,2002-03-03,Schumacher,Williams,16,3,N/A,Collision
2002,Australian Grand Prix,Albert Park Grand Prix Circuit,Melbourne,Australia,2002-03-03,Fisichella,Jordan,17,8,N/A,Collision
2002,Australian Grand Prix,Albert Park Grand Prix Circuit,Melbourne,Australia,2002-03-03,Massa,Sauber,18,9,N/A,Collision
2002,Australian Grand Prix,Albert Park Grand Prix Circuit,Melbourne,Australia,2002-03-03,Heidfeld,Sauber,19,10,N/A,Collision
2002,Australian Grand Prix,Albert Park Grand Prix Circuit,Melbourne,Australia,2002-03-03,Button,Renault,20,11,N/A,Collision
2002,Australian Grand Prix,Albert Park Grand Prix Circuit,Melbourne,Australia,2002-03-03,Panis,BAR,21,12,N/A,Collision
2002,Australian Grand Prix,Albert Park Grand Prix Circuit,Melbourne,Australia,2002-03-03,McNish,Toyota,22,16,N/A,Collision
2002,Malaysian Grand Prix,Sepang International Circuit,Kuala Lumpur,Malaysia,2002-03-17,Schumacher,Williams,1,4,N/A,Finished
